Name,Category ID,Category Name,Latitude,Longitude,Distance,Popularity,Price,Rating,Distance_mean,Distance_min,Distance_max,Bike Spots Near,Popularity_mean,Popularity_min,Popularity_max
HSL 1568 Marttila,19043,Bus Stop,60.22702,24.873454,908,0.9546424414845468,Not Listed,Not Rated,908.0,908,908,1,0.9546424414845468,0.9546424414845468,0.9546424414845468
Poutamäen koira-aitaus,16033,Dog Park,60.21596,24.85802,915,0.2665847665847666,Not Listed,Not Rated,810.6666666666666,340,990,6,0.2665847665847666,0.2665847665847666,0.2665847665847666
HSL 1612 Konalantie,19043,Bus Stop,60.230245,24.846549,922,0.9183369972843656,Not Listed,Not Rated,741.8,251,996,5,0.9183369972843656,0.9183369972843656,0.9183369972843656
HSL 1591 Aittatie,19043,Bus Stop,60.230867,24.847258,948,0.7335203025992499,Not Listed,Not Rated,724.0,190,993,5,0.7335203025992499,0.7335203025992499,0.7335203025992499
HSL 1618 Marttila,19043,Bus Stop,60.227525,24.873968,955,0.4667819733609207,Not Listed,Not Rated,509.0,63,955,2,0.4667819733609207,0.4667819733609207,0.4667819733609207
HSL 1519 Takomotie,19043,Bus Stop,60.217424,24.868669,955,0.2388465020043967,Not Listed,Not Rated,629.6666666666666,139,955,6,0.2388465020043967,0.2388465020043967,0.2388465020043967
Talinhuipun Kuntorata,16019,Hiking Trail,60.216776,24.848543,976,0.2896676580887107,Not Listed,Not Rated,753.5,454,976,4,0.2896676580887107,0.2896676580887107,0.2896676580887107
HSL E1979 Vermo,19043,Bus Stop,60.221185,24.841117,990,0.8674018073546171,Not Listed,Not Rated,665.6,121,990,5,0.8674018073546172,0.8674018073546171,0.8674018073546171
Puro Bar & Bistro,13027,Bistro,60.217194,24.869176,993,0.9809097374886848,Not Listed,Not Rated,678.2857142857143,127,993,7,0.9809097374886848,0.9809097374886848,0.9809097374886848
Delifox Ravintolat Oy,13065,Restaurant,60.223632,24.866397,467,,Not Listed,Not Rated,626.2,467,798,5,,,
Pizza Bella Oy,13065,Restaurant,60.2275,24.851263,522,,Not Listed,Not Rated,558.0,155,997,3,,,
Hammaslääkäriasema Atomitien Hammashoito Oy,15007,Dentist,60.222623,24.870345,703,,Not Listed,Not Rated,594.2,308,913,5,,,
Vapaalan Hammaslääkäriasema Oy,15007,Dentist,60.224171,24.842667,846,,Not Listed,Not Rated,710.6,446,934,5,,,
Unique Lapland Helsinki Winter World,10055,Water Park,60.238352,25.05243,883,0.3151752230699599,Not Listed,6.7,659.0,150,883,4,0.3151752230699599,0.3151752230699599,0.3151752230699599
McDonald's,13145,Fast Food Restaurant,60.231045,25.054868,60,0.9973894348894348,Most Affordable,6.2,564.4,60,972,5,0.9973894348894348,0.9973894348894348,0.9973894348894348
HSL 4293 Kivikonlaita,19043,Bus Stop,60.23066,25.053751,65,0.9650362084572612,Not Listed,Not Rated,474.0,65,707,4,0.9650362084572612,0.9650362084572612,0.9650362084572612
HSL 4538 Latokartanonsilmukka,19043,Bus Stop,60.2297,25.054354,93,0.5692082632872106,Not Listed,Not Rated,603.2,93,911,5,0.5692082632872106,0.5692082632872106,0.5692082632872106
Hsl 4534 Kivikontie,19043,Bus Stop,60.229599,25.055269,102,0.6518330531488427,Not Listed,Not Rated,605.0,102,870,5,0.6518330531488427,0.6518330531488427,0.6518330531488427
HSL 4443 Kivijatatie,19043,Bus Stop,60.231979,25.057239,208,0.2980166170955645,Not Listed,Not Rated,628.1666666666666,208,954,6,0.2980166170955645,0.2980166170955645,0.2980166170955645
HSL 4444 Kivijatatie,19043,Bus Stop,60.231488,25.058629,233,0.4401590585801112,Not Listed,Not Rated,681.7142857142857,233,961,7,0.44015905858011123,0.4401590585801112,0.4401590585801112
Kivikon Agilitykenttä,16033,Dog Park,60.233051,25.053334,296,0.4206566015776542,Not Listed,Not Rated,466.25,296,617,4,0.4206566015776542,0.4206566015776542,0.4206566015776542
HSL 4291 Myllytuvantie,19043,Bus Stop,60.229746,25.060181,303,0.8964987714987716,Not Listed,Not Rated,654.3333333333334,303,916,6,0.8964987714987714,0.8964987714987716,0.8964987714987716
HSL 4446 Kivikonlaita,19043,Bus Stop,60.232777,25.050612,346,0.6727014095435148,Not Listed,Not Rated,590.2,346,988,5,0.6727014095435148,0.6727014095435148,0.6727014095435148
HSL 3487 Agronominraitti,19043,Bus Stop,60.232385,25.047693,449,0.2527398810293547,Not Listed,Not Rated,602.8,323,838,5,0.2527398810293547,0.2527398810293547,0.2527398810293547
Vadelmavuori,13006,Beer Bar,60.226195,25.05375,482,0.8175029096081727,Not Listed,Not Rated,750.2,482,925,5,0.8175029096081727,0.8175029096081727,0.8175029096081727
HSL 4447 Kurkimäentie,19043,Bus Stop,60.233266,25.061897,493,0.9293450148713308,Not Listed,Not Rated,533.6,39,768,5,0.9293450148713308,0.9293450148713308,0.9293450148713308
HSL 4292 Kivikonlaita,19043,Bus Stop,60.233516,25.048129,501,0.0787129833182464,Not Listed,Not Rated,606.8,436,842,5,0.0787129833182464,0.0787129833182464,0.0787129833182464
HSL 4440 Kuovipolku,19043,Bus Stop,60.231117,25.064511,534,0.3109805379542221,Not Listed,Not Rated,704.8571428571429,254,984,7,0.31098053795422204,0.3109805379542221,0.3109805379542221
HSL 4261 Myllymatkantie,19043,Bus Stop,60.227404,25.063933,605,0.9372090391827234,Not Listed,Not Rated,569.6,430,731,5,0.9372090391827234,0.9372090391827234,0.9372090391827234
Hsl 3488,19043,Bus Stop,60.230757,25.043451,632,0.6021595758437863,Not Listed,Not Rated,634.6,51,946,5,0.6021595758437863,0.6021595758437863,0.6021595758437863
HSL 4259 Orpaanporras,19043,Bus Stop,60.224593,25.058413,684,0.1752715634294581,Not Listed,Not Rated,757.1666666666666,401,983,6,0.17527156342945807,0.1752715634294581,0.1752715634294581
HSL 3485 Metsänhoitajankatu,19043,Bus Stop,60.233968,25.044411,695,0.959103840682788,Not Listed,Not Rated,574.75,410,695,4,0.959103840682788,0.959103840682788,0.959103840682788
HSL 4437 Harmaahaikarankuja,19043,Bus Stop,60.22914,25.067367,704,0.1526089486615802,Not Listed,Not Rated,563.2,251,714,5,0.1526089486615802,0.1526089486615802,0.1526089486615802
HSL 3484 Metsänhoitajankatu,19043,Bus Stop,60.234065,25.044292,706,0.9197998836156732,Not Listed,Not Rated,578.0,420,706,4,0.9197998836156732,0.9197998836156732,0.9197998836156732
Lenkkipolku Myllypuro,16019,Hiking Trail,60.224124,25.052536,720,0.0711722488038277,Not Listed,Not Rated,754.5,712,845,4,0.0711722488038277,0.0711722488038277,0.0711722488038277
HSL 4438 Harmaahaikarantie,19043,Bus Stop,60.229006,25.067755,728,0.3617612828139144,Not Listed,Not Rated,560.4,226,728,5,0.3617612828139144,0.3617612828139144,0.3617612828139144
Kivikon koira-aitaus,16033,Dog Park,60.235406,25.065067,782,0.434315595499806,Not Listed,Not Rated,680.2857142857143,280,970,7,0.434315595499806,0.434315595499806,0.434315595499806
Hallainvuoren hiihtoladut,16019,Hiking Trail,60.231248,25.040365,806,0.4084847407215828,Not Listed,Not Rated,655.0,207,925,5,0.4084847407215828,0.4084847407215828,0.4084847407215828
HSL 3483 Biologinkatu,19043,Bus Stop,60.234755,25.041868,860,0.5215149359886202,Not Listed,Not Rated,625.25,500,860,4,0.5215149359886202,0.5215149359886202,0.5215149359886202
Krogarsin Kokeileva Keittiö,13064,Pizzeria,60.229622,25.071759,935,0.0574809259019785,Most Affordable,Not Rated,711.4285714285714,147,935,6,0.0574809259019785,0.0574809259019785,0.0574809259019785
I-HAH kenttä,16033,Dog Park,60.239043,25.055098,949,0.5638820638820639,Not Listed,Not Rated,662.0,268,949,3,0.5638820638820639,0.5638820638820639,0.5638820638820639
Kotipizza Myllypuro,13064,Pizzeria,60.224398,25.067134,956,0.9408137204189836,Most Affordable,Not Rated,646.6,130,956,5,0.9408137204189837,0.9408137204189836,0.9408137204189836
HSL 3482 Biologinkatu,19043,Bus Stop,60.235406,25.04051,963,0.7741255010991853,Not Listed,Not Rated,670.75,444,963,4,0.7741255010991853,0.7741255010991853,0.7741255010991853
Pizzeria Deli Chef,13064,Pizzeria,60.22982,25.072423,969,0.9804086383033752,Most Affordable,Not Rated,722.5714285714286,174,969,7,0.9804086383033752,0.9804086383033752,0.9804086383033752
HSL 4449 Järkälekuja,19043,Bus Stop,60.236999,25.066186,993,0.2191096598991335,Not Listed,Not Rated,686.8571428571429,240,993,7,0.2191096598991335,0.2191096598991335,0.2191096598991335
T:mi Nisosveri,13032,"Cafe, Coffee, and Tea House",60.234572,25.060083,535,,Not Listed,Not Rated,466.5,206,628,4,,,
Finnish Fried Chicken Avoin Yhtiö,13065,Restaurant,60.236233,25.064853,841,,Not Listed,Not Rated,642.3333333333334,338,956,6,,,
Unique Lapland Helsinki Winter World,10055,Water Park,60.238352,25.05243,883,,Not Listed,Not Rated,659.0,150,883,4,0.3151752230699599,0.3151752230699599,0.3151752230699599
Pitäjänmäen kirjasto,12080,Library,60.226494,24.859392,311,0.981418918918919,Not Listed,7.4,641.2,266,987,5,0.981418918918919,0.981418918918919,0.981418918918919
Pho 17,13379,Vietnamese Restaurant,60.224176,24.860078,460,0.9433030518556834,Affordable,6.1,638.1666666666666,114,921,6,0.9433030518556834,0.9433030518556834,0.9433030518556834
Pizzeria Online,13064,Pizzeria,60.22424,24.859434,429,0.935123819992241,Most Affordable,5.8,642.0,79,950,6,0.935123819992241,0.935123819992241,0.935123819992241
Salud Bar,13010,Dive Bar,60.225169,24.854227,193,0.9530017457649036,Most Affordable,5.2,606.8,193,968,5,0.9530017457649036,0.9530017457649036,0.9530017457649036
Apteekkarin Soppatykki,13342,Soup Spot,60.226913,24.852772,56,0.7585752618647356,Most Affordable,Not Rated,526.5,56,915,4,0.7585752618647356,0.7585752618647356,0.7585752618647356
HSL 1527 Jännetie,19043,Bus Stop,60.227496,24.852851,84,0.962773179878443,Not Listed,Not Rated,548.0,84,979,4,0.962773179878443,0.962773179878443,0.962773179878443
Sports Bar & Grill Penninki,13022,Sports Bar,60.226178,24.852766,98,0.9432545583861374,Most Affordable,Not Rated,611.0,98,970,5,0.9432545583861373,0.9432545583861374,0.9432545583861374
Pitäjänmäen hammashoitola,15007,Dentist,60.226346,24.852108,111,0.9442648390016812,Not Listed,Not Rated,617.4,111,955,5,0.9442648390016812,0.9442648390016812,0.9442648390016812
Konalan puiston koira-aitaus,16033,Dog Park,60.229516,24.852418,300,0.3987052243631191,Not Listed,Not Rated,481.0,300,666,3,0.3987052243631191,0.3987052243631191,0.3987052243631191
HSL 1800 Henrikintie,19043,Bus Stop,60.224629,24.850701,304,0.5740572883116511,Not Listed,Not Rated,619.2,304,909,5,0.5740572883116511,0.5740572883116511,0.5740572883116511
HSL E1986 Henrikintie,19043,Bus Stop,60.224672,24.850537,306,0.9421715375662744,Not Listed,Not Rated,620.6,306,902,5,0.9421715375662745,0.9421715375662744,0.9421715375662744
Kotipizza,13064,Pizzeria,60.224627,24.857264,316,0.9616255010991852,Most Affordable,Not Rated,316.0,316,316,1,0.9616255010991852,0.9616255010991852,0.9616255010991852
HSL 1529 Kokkokallio,19043,Bus Stop,60.228802,24.849445,319,0.9417593430751324,Not Listed,Not Rated,487.3333333333333,319,695,3,0.9417593430751324,0.9417593430751324,0.9417593430751324
HSL H1525 Pitäjänmäen asema,19043,Bus Stop,60.224633,24.857369,319,0.976157377473167,Not Listed,Not Rated,486.75,59,915,4,0.976157377473167,0.976157377473167,0.976157377473167
HSL H1524 Pitäjänmäen asema,19043,Bus Stop,60.224633,24.857369,319,0.951902560455192,Not Listed,Not Rated,486.75,59,915,4,0.951902560455192,0.951902560455192,0.951902560455192
HSL 1528 Kokkokallio,19043,Bus Stop,60.228631,24.84841,354,0.9967186085607138,Not Listed,Not Rated,507.3333333333333,354,722,3,0.9967186085607138,0.9967186085607138,0.9967186085607138
Jyrkinkallion koirapuisto,16033,Dog Park,60.224906,24.848441,369,0.968147872753136,Not Listed,Not Rated,648.0,369,852,5,0.968147872753136,0.968147872753136,0.968147872753136
Olutravintola Sockenbacka,13006,Beer Bar,60.224408,24.858776,389,0.9681236260183628,Not Listed,Not Rated,649.0,48,989,6,0.9681236260183628,0.9681236260183628,0.9681236260183628
Viinikahvila Pausa,13025,Wine Bar,60.224246,24.859539,432,0.93246476141213,Affordable,Not Rated,493.75,85,817,4,0.93246476141213,0.93246476141213,0.93246476141213
Pizzeria Benitto,13064,Pizzeria,60.224069,24.860886,501,0.6567308935729989,Most Affordable,Not Rated,634.0,159,884,6,0.6567308935729989,0.6567308935729989,0.6567308935729989
HSL 1612 Konalantie,19043,Bus Stop,60.230245,24.846549,546,0.9183369972843656,Not Listed,Not Rated,741.8,251,996,5,0.9183369972843656,0.9183369972843656,0.9183369972843656
HSL 1613 Konalantie,19043,Bus Stop,60.230626,24.846762,567,0.9739994180783654,Not Listed,Not Rated,774.5,567,982,2,0.9739994180783654,0.9739994180783654,0.9739994180783654
HSL 1591 Aittatie,19043,Bus Stop,60.230867,24.847258,569,0.7335203025992499,Not Listed,Not Rated,724.0,190,993,5,0.7335203025992499,0.7335203025992499,0.7335203025992499
HSL 1522 Takkatie,19043,Bus Stop,60.223899,24.862338,577,0.9136412129833182,Not Listed,Not Rated,629.5,241,820,6,0.9136412129833182,0.9136412129833182,0.9136412129833182
HSL 1806 Kyläkirkko,19043,Bus Stop,60.225834,24.843234,594,0.5433612440191388,Not Listed,Not Rated,703.75,594,834,4,0.5433612440191388,0.5433612440191388,0.5433612440191388
HSL H1523 Takkatie,19043,Bus Stop,60.222426,24.863121,715,0.9563962886331308,Not Listed,Not Rated,627.0,344,760,6,0.9563962886331309,0.9563962886331308,0.9563962886331308
HSL 1530 Vähäntuvantie,19043,Bus Stop,60.232366,24.846895,717,0.9702815854131644,Not Listed,Not Rated,607.5,41,907,4,0.9702815854131644,0.9702815854131644,0.9702815854131644
Ravintola Picante,13065,Restaurant,60.222134,24.863478,752,0.9347682012155696,Not Listed,Not Rated,679.7142857142857,379,979,7,0.9347682012155696,0.9347682012155696,0.9347682012155696
Pajamäen kuntorata,16019,Hiking Trail,60.220106,24.856345,767,0.5652560455192034,Not Listed,Not Rated,632.2,149,936,5,0.5652560455192034,0.5652560455192034,0.5652560455192034
HSL 1522 Takkatie,19043,Bus Stop,60.221002,24.861356,776,0.6567228113280745,Not Listed,Not Rated,629.4,396,941,5,0.6567228113280745,0.6567228113280745,0.6567228113280745
HSL 1531 Vähäntuvantie,19043,Bus Stop,60.233048,24.846061,805,0.9601464502780293,Not Listed,Not Rated,604.25,61,840,4,0.9601464502780293,0.9601464502780293,0.9601464502780293
HSL 1611 Vihdintie,19043,Bus Stop,60.233911,24.858807,826,0.4673234837708522,Not Listed,Not Rated,743.0,691,826,3,0.4673234837708522,0.4673234837708522,0.4673234837708522
HSL 1590 Aittatie,19043,Bus Stop,60.232837,24.844396,839,0.285012285012285,Not Listed,Not Rated,799.0,759,839,2,0.285012285012285,0.285012285012285,0.285012285012285
HSL 1616 Meijeritie,19043,Bus Stop,60.22567,24.869561,880,0.2141794904952799,Not Listed,Not Rated,769.0,658,880,2,0.2141794904952799,0.2141794904952799,0.2141794904952799
HSL 1598 Pajamäki,19043,Bus Stop,60.21903,24.856756,889,0.3890226949437476,Not Listed,Not Rated,625.25,63,971,4,0.3890226949437476,0.3890226949437476,0.3890226949437476
Hsl 1597,19043,Bus Stop,60.219465,24.860295,900,0.280235678261994,Not Listed,Not Rated,695.6666666666666,264,937,6,0.280235678261994,0.280235678261994,0.280235678261994
HSL 1571 Konalan puisto,19043,Bus Stop,60.234021,24.86218,916,0.9275184275184276,Not Listed,Not Rated,879.8333333333334,690,988,6,0.9275184275184275,0.9275184275184276,0.9275184275184276
HSL 1521 Talin Siirtolapuutarha,19043,Bus Stop,60.220136,24.863432,920,0.9834798913746282,Not Listed,Not Rated,668.4,451,943,5,0.9834798913746281,0.9834798913746282,0.9834798913746282
HSL 1599 Pajamäki,19043,Bus Stop,60.218664,24.855959,922,0.9468754041122462,Not Listed,Not Rated,625.75,20,936,4,0.9468754041122462,0.9468754041122462,0.9468754041122462
Hsl 1596,19043,Bus Stop,60.219192,24.860967,943,0.9210930428035692,Not Listed,Not Rated,605.3333333333334,293,943,3,0.9210930428035692,0.9210930428035692,0.9210930428035692
HSL E1979 Vermo,19043,Bus Stop,60.221185,24.841117,945,0.8674018073546171,Not Listed,Not Rated,665.6,121,990,5,0.8674018073546172,0.8674018073546171,0.8674018073546171
Pitäjänmäen Osuusruokala,13065,Restaurant,60.221727,24.86782,963,0.4557901202638045,Not Listed,Not Rated,771.0,607,963,3,0.45579012026380444,0.4557901202638045,0.4557901202638045
Pizza Express Konala,13064,Pizzeria,60.234241,24.843357,998,0.1419323031165136,Most Affordable,Not Rated,647.75,249,998,4,0.1419323031165136,0.1419323031165136,0.1419323031165136
Pizza Bella Oy,13065,Restaurant,60.2275,24.851263,155,,Not Listed,Not Rated,558.0,155,997,3,,,
Vapaalan Hammaslääkäriasema Oy,15007,Dentist,60.224171,24.842667,685,,Not Listed,Not Rated,710.6,446,934,5,,,
Delifox Ravintolat Oy,13065,Restaurant,60.223632,24.866397,784,,Not Listed,Not Rated,626.2,467,798,5,,,
Hammas-Väisänen Ab Oy,15007,Dentist,60.234603,24.854001,856,,Not Listed,Not Rated,774.0,489,977,3,,,
Unique Lapland Helsinki Winter World,10055,Water Park,60.238352,25.05243,150,0.3151752230699599,Not Listed,6.7,659.0,150,883,4,0.3151752230699599,0.3151752230699599,0.3151752230699599
McDonald's,13145,Fast Food Restaurant,60.231045,25.054868,674,0.9973894348894348,Most Affordable,6.2,564.4,60,972,5,0.9973894348894348,0.9973894348894348,0.9973894348894348
I-HAH kenttä,16033,Dog Park,60.239043,25.055098,268,0.5638820638820639,Not Listed,Not Rated,662.0,268,949,3,0.5638820638820639,0.5638820638820639,0.5638820638820639
Kivikon Agilitykenttä,16033,Dog Park,60.233051,25.053334,441,0.4206566015776542,Not Listed,Not Rated,466.25,296,617,4,0.4206566015776542,0.4206566015776542,0.4206566015776542
HSL 4292 Kivikonlaita,19043,Bus Stop,60.233516,25.048129,456,0.0787129833182464,Not Listed,Not Rated,606.8,436,842,5,0.0787129833182464,0.0787129833182464,0.0787129833182464
HSL 4446 Kivikonlaita,19043,Bus Stop,60.232777,25.050612,480,0.6727014095435148,Not Listed,Not Rated,590.2,346,988,5,0.6727014095435148,0.6727014095435148,0.6727014095435148
HSL 3484 Metsänhoitajankatu,19043,Bus Stop,60.234065,25.044292,558,0.9197998836156732,Not Listed,Not Rated,578.0,420,706,4,0.9197998836156732,0.9197998836156732,0.9197998836156732
HSL 3485 Metsänhoitajankatu,19043,Bus Stop,60.233968,25.044411,559,0.959103840682788,Not Listed,Not Rated,574.75,410,695,4,0.959103840682788,0.959103840682788,0.959103840682788
HSL 3487 Agronominraitti,19043,Bus Stop,60.232385,25.047693,577,0.2527398810293547,Not Listed,Not Rated,602.8,323,838,5,0.2527398810293547,0.2527398810293547,0.2527398810293547
HSL 4443 Kivijatatie,19043,Bus Stop,60.231979,25.057239,616,0.2980166170955645,Not Listed,Not Rated,628.1666666666666,208,954,6,0.2980166170955645,0.2980166170955645,0.2980166170955645
HSL 3483 Biologinkatu,19043,Bus Stop,60.234755,25.041868,637,0.5215149359886202,Not Listed,Not Rated,625.25,500,860,4,0.5215149359886202,0.5215149359886202,0.5215149359886202
HSL 4447 Kurkimäentie,19043,Bus Stop,60.233266,25.061897,664,0.9293450148713308,Not Listed,Not Rated,533.6,39,768,5,0.9293450148713308,0.9293450148713308,0.9293450148713308
HSL 3482 Biologinkatu,19043,Bus Stop,60.235406,25.04051,684,0.7741255010991853,Not Listed,Not Rated,670.75,444,963,4,0.7741255010991853,0.7741255010991853,0.7741255010991853
HSL 4444 Kivijatatie,19043,Bus Stop,60.231488,25.058629,699,0.4401590585801112,Not Listed,Not Rated,681.7142857142857,233,961,7,0.44015905858011123,0.4401590585801112,0.4401590585801112
HSL 4293 Kivikonlaita,19043,Bus Stop,60.23066,25.053751,707,0.9650362084572612,Not Listed,Not Rated,474.0,65,707,4,0.9650362084572612,0.9650362084572612,0.9650362084572612
Kivikon koira-aitaus,16033,Dog Park,60.235406,25.065067,715,0.434315595499806,Not Listed,Not Rated,680.2857142857143,280,970,7,0.434315595499806,0.434315595499806,0.434315595499806
Lounastamo,13030,Buffet,60.24277,25.046602,719,0.4141019009440062,Not Listed,Not Rated,825.5,719,932,2,0.4141019009440062,0.4141019009440062,0.4141019009440062
HSL 4538 Latokartanonsilmukka,19043,Bus Stop,60.2297,25.054354,817,0.5692082632872106,Not Listed,Not Rated,603.2,93,911,5,0.5692082632872106,0.5692082632872106,0.5692082632872106
HSL 4451 Varustuksentie,19043,Bus Stop,60.238676,25.066975,819,0.9827120781068148,Not Listed,Not Rated,736.5,654,819,2,0.9827120781068148,0.9827120781068148,0.9827120781068148
HSL 4449 Järkälekuja,19043,Bus Stop,60.236999,25.066186,820,0.2191096598991335,Not Listed,Not Rated,686.8571428571429,240,993,7,0.2191096598991335,0.2191096598991335,0.2191096598991335
Hsl 4534 Kivikontie,19043,Bus Stop,60.229599,25.055269,836,0.6518330531488427,Not Listed,Not Rated,605.0,102,870,5,0.6518330531488427,0.6518330531488427,0.6518330531488427
Hsl 3488,19043,Bus Stop,60.230757,25.043451,854,0.6021595758437863,Not Listed,Not Rated,634.6,51,946,5,0.6021595758437863,0.6021595758437863,0.6021595758437863
Asian Court,13099,Chinese Restaurant,60.24447,25.04691,885,0.8552389111599638,Affordable,Not Rated,927.0,885,969,2,0.8552389111599638,0.8552389111599638,0.8552389111599638
HSL 4291 Myllytuvantie,19043,Bus Stop,60.229746,25.060181,910,0.8964987714987716,Not Listed,Not Rated,654.3333333333334,303,916,6,0.8964987714987714,0.8964987714987716,0.8964987714987716
Kivikon Pizzapalvelu,13064,Pizzeria,60.239643,25.068176,913,0.94968802534592,Most Affordable,Not Rated,846.0,779,913,2,0.94968802534592,0.94968802534592,0.94968802534592
Hallainvuoren hiihtoladut,16019,Hiking Trail,60.231248,25.040365,925,0.4084847407215828,Not Listed,Not Rated,655.0,207,925,5,0.4084847407215828,0.4084847407215828,0.4084847407215828
Lounasravintola Lounaspiste Tattari,13356,Turkish Restaurant,60.243228,25.04129,928,0.9191452217768008,Affordable,Not Rated,784.5,641,928,2,0.9191452217768008,0.9191452217768008,0.9191452217768008
HSL 4440 Kuovipolku,19043,Bus Stop,60.231117,25.064511,930,0.3109805379542221,Not Listed,Not Rated,704.8571428571429,254,984,7,0.31098053795422204,0.3109805379542221,0.3109805379542221
Lounasbreikki,13030,Buffet,60.244323,25.043694,947,0.9665718349928876,Not Listed,Not Rated,869.5,792,947,2,0.9665718349928876,0.9665718349928876,0.9665718349928876
ET-Lounas Oy,13065,Restaurant,60.244994,25.046046,957,0.4693440450019397,Not Listed,Not Rated,946.5,936,957,2,0.4693440450019397,0.4693440450019397,0.4693440450019397
JP-Tilit,13065,Restaurant,60.244981,25.045836,960,0.900087288245183,Not Listed,Not Rated,942.5,925,960,2,0.900087288245183,0.900087288245183,0.900087288245183
Jackson's Ravintola,13065,Restaurant,60.245914,25.050701,995,0.9455014224751068,Not Listed,Not Rated,995.0,995,995,1,0.9455014224751068,0.9455014224751068,0.9455014224751068
Unique Lapland Helsinki Winter World,10055,Water Park,60.238352,25.05243,150,,Not Listed,Not Rated,659.0,150,883,4,0.3151752230699599,0.3151752230699599,0.3151752230699599
T:mi Nisosveri,13032,"Cafe, Coffee, and Tea House",60.234572,25.060083,497,,Not Listed,Not Rated,466.5,206,628,4,,,
Finnish Fried Chicken Avoin Yhtiö,13065,Restaurant,60.236233,25.064853,686,,Not Listed,Not Rated,642.3333333333334,338,956,6,,,
Kanarya Oy,13065,Restaurant,60.243241,25.041501,921,,Not Listed,Not Rated,787.0,653,921,2,,,
Futo,13099,Chinese Restaurant,60.170428,24.763899,667,0.994879696955105,Most Affordable,8.4,679.4285714285714,56,974,7,0.994879696955105,0.994879696955105,0.994879696955105
Esport Arena,11001,Advertising Agency,60.176762,24.781663,705,0.9966934720148954,Not Listed,7.3,637.4,197,964,10,0.9966934720148954,0.9966934720148954,0.9966934720148954
Ravintola Ukkohauki,13030,Buffet,60.170242,24.763449,694,0.9847514486123818,Affordable,6.5,638.6666666666666,63,893,6,0.9847514486123817,0.9847514486123818,0.9847514486123818
Kotipizza Haukilahti,13064,Pizzeria,60.163179,24.774457,883,0.9588931156803262,Most Affordable,5.9,596.2222222222222,95,920,9,0.9588931156803261,0.9588931156803262,0.9588931156803262
Ravintola E. T. Charlie,13065,Restaurant,60.162843,24.77577,917,0.9811399495995248,Not Listed,5.8,577.1111111111111,17,917,9,0.9811399495995248,0.9811399495995248,0.9811399495995248
McDonald's,13145,Fast Food Restaurant,60.171187,24.778208,127,0.9985232981814096,Most Affordable,5.4,682.6666666666666,127,951,9,0.9985232981814095,0.9985232981814096,0.9985232981814096
HSL E2133 Niittymaa,19043,Bus Stop,60.170905,24.777085,68,0.9595191088425546,Not Listed,Not Rated,571.8333333333334,68,914,6,0.9595191088425546,0.9595191088425546,0.9595191088425546
Fizza,13064,Pizzeria,60.170689,24.774528,88,0.950097109195679,Most Affordable,Not Rated,601.2857142857143,88,960,7,0.950097109195679,0.950097109195679,0.950097109195679
Gagu,13039,Deli,60.1692,24.779961,308,0.1046853180526797,Most Affordable,Not Rated,735.5555555555555,308,980,9,0.1046853180526797,0.1046853180526797,0.1046853180526797
HSL E2135 Niittyportti,19043,Bus Stop,60.171247,24.770121,319,0.975859135487392,Not Listed,Not Rated,568.3333333333334,319,988,6,0.9758591354873921,0.975859135487392,0.975859135487392
HSL E2148 Metsätonttu,19043,Bus Stop,60.174712,24.77751,411,0.0585865395419014,Not Listed,Not Rated,599.5,105,950,8,0.0585865395419014,0.0585865395419014,0.0585865395419014
Tauko Baari,13006,Beer Bar,60.174193,24.780064,413,0.994622879247524,Not Listed,Not Rated,579.625,58,946,8,0.994622879247524,0.994622879247524,0.994622879247524
"HSL E2140 Urheilupuisto , Laituri 1",19043,Bus Stop,60.174639,24.77884,425,0.9005312916325581,Not Listed,Not Rated,586.4285714285714,31,966,7,0.9005312916325581,0.9005312916325581,0.9005312916325581
HSL E2152 Haukilahdensolmu,19043,Bus Stop,60.167964,24.771314,430,0.9495674226737932,Not Listed,Not Rated,646.625,179,972,7,0.9495674226737932,0.9495674226737932,0.9495674226737932
HSL E2149 Metsätonttu,19043,Bus Stop,60.174999,24.776256,433,0.0497744819505304,Not Listed,Not Rated,572.5,179,964,6,0.04977448195053039,0.0497744819505304,0.0497744819505304
Putte's,13064,Pizzeria,60.174503,24.780813,465,0.9606105840997736,Most Affordable,Not Rated,594.8,78,996,5,0.9606105840997736,0.9606105840997736,0.9606105840997736
Noodle Master Tapiola,13315,Noodle Restaurant,60.174565,24.780963,476,0.9878332611033532,Most Affordable,Not Rated,481.4,86,796,5,0.9878332611033531,0.9878332611033532,0.9878332611033532
HSL E2116 Jousenkaari,19043,Bus Stop,60.173323,24.784514,536,0.955731047655736,Not Listed,Not Rated,568.7142857142857,316,874,7,0.955731047655736,0.955731047655736,0.955731047655736
HSL E2350 Kuhatie,19043,Bus Stop,60.166329,24.773652,544,0.2980369496476782,Not Listed,Not Rated,689.0,55,972,10,0.2980369496476782,0.2980369496476782,0.2980369496476782
HSL E2353 Niittysilta,19043,Bus Stop,60.167044,24.770069,554,0.98491195967962,Not Listed,Not Rated,557.1666666666666,157,968,6,0.98491195967962,0.98491195967962,0.98491195967962
HSL E2151 Niittysilta,19043,Bus Stop,60.168216,24.767056,584,0.6731994671032567,Not Listed,Not Rated,602.3333333333334,357,888,6,0.6731994671032567,0.6731994671032567,0.6731994671032567
